Date,Mean_T,sensor
2017-09-18,27.5,02:00:00:27:39:82
2017-09-18,32.2,02:00:00:27:3d:6c
2017-09-18,27.1,02:00:00:27:3d:ca
2017-09-18,26.4,02:00:00:28:8c:e6
2017-09-18,28.4,03:00:00:02:c6:44
2017-09-18,25.1,03:00:00:03:0e:48
2017-09-18,26.7,03:00:00:04:1a:d0
2017-09-18,26.4,03:00:00:04:f2:00
2017-09-18,26.7,03:00:00:05:05:30
2017-09-18,25.9,70:ee:50:19:09:8a
2017-09-18,21.6,70:ee:50:19:1a:18
2017-09-18,33.9,70:ee:50:19:3f:10
2017-09-18,20.7,70:ee:50:20:ad:96
2017-09-18,28.1,70:ee:50:20:b1:6c
2017-09-18,31.4,70:ee:50:27:2a:ce
2017-09-18,26.8,70:ee:50:27:2e:da
2017-09-18,26.9,70:ee:50:27:71:6c
2017-09-18,27.2,70:ee:50:28:e8:40
